Unnamed: 0,App,Category,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver,Rating_normalized,Reviews_normalized,Size_normalized,Installs_normalized,Price_normalized,Current Ver_normalized,Android Ver_normalized,Weighted_Rating,Log_Installs,Category_Avg_Rating,PC1,PC2,PC1_Category,Installs,Installs_Category,average_rating_all,average_rating_sports
4409.0,lock 'n' roll pro - ad free,game,paid,$0.99,everyon,card,1-Jul-15,4.0.5,2.3.3 and up,0.2,2e-06,0.121,0.0,0.002,0.0,0.143,777.4,6.90875477931522,4.282506032187094,0.2550451523634206,1.465225426160382,1.0,1000.0,1,4.193338315362443,4.230763657956613
4410.0,rock n' cash casino slot -free vega slot game,game,free,0,teen,casino,27-Jul-18,1.15.0,4.0.3 and up,0.206,7.9e-05,0.323,0.0001,0.0,0.0,0.429,29078.9,11.51293546492023,4.282506032187094,0.5395644640717473,-0.6574482931481934,1.0,100000.0,0,4.193338315362443,4.230763657956613
4411.0,age conquest: n. america,famili,paid,$3.99,everyon,strategi,4-Aug-18,1.0.28,1.5 and up,0.194,8e-06,0.023,1e-05,0.01,0.0,0.0,2965.5,9.210440366976517,4.192394077564173,-0.43155957963061975,-0.17381750773258248,2.0,10000.0,2,4.193338315362443,4.230763657956613
4412.0,sketch 'n' go,video_play,free,0,everyon,video player & editor,26-Mar-18,2.2.9,4.1 and up,0.156,5.1e-05,0.055,0.0001,0.0,0.0,0.429,15067.0,11.51293546492023,4.074857569888209,2.4922018230412197,-0.44108991912612444,1.0,100000.0,0,4.193338315362443,4.230763657956613
4413.0,guns'n'glori ww2 premium,famili,paid,$2.99,everyon 10+,strategi,8-Dec-17,1.4.11,4.0 and up,0.194,6e-05,0.192,0.0001,0.007,0.0,0.429,20952.0,11.51293546492023,4.192394077564173,2.5094653633739235,0.6425810711259221,0.0,100000.0,0,4.193338315362443,4.230763657956613
4414.0,rock n roll music quiz game,game,free,0,everyon,trivia,6-Jun-18,5,4.1 and up,0.15,1e-06,0.067,1e-05,0.0,0.0,0.429,296.0,9.210440366976517,4.282506032187094,1.9665508470233422,1.8387421156063073,1.0,10000.0,2,4.193338315362443,4.230763657956613
4416.0,jump'n'shoot attack,game,paid,$2.49,everyon,arcad,26-May-18,1.2,4.1 and up,0.172,2e-06,0.313,0.0,0.006,0.0,0.429,635.5,6.90875477931522,4.282506032187094,1.5888930507561312,0.08955697176468702,1.0,1000.0,1,4.193338315362443,4.230763657956613
4417.0,ghouls'n ghost mobil,game,paid,$1.99,everyon 10+,arcad,18-May-17,1.00.00,4.1 and up,0.161,2e-06,0.485,0.0,0.005,0.0,0.429,655.1999999999999,8.517393171418904,4.282506032187094,1.4558675727293462,1.0868541133427965,1.0,5000.0,2,4.193338315362443,4.230763657956613
4418.0,n-back,famili,free,0,everyon,puzzl,15-Feb-16,1.6,2.1 and up,0.172,5e-06,0.215,1e-05,0.0,0.0,0.143,1693.3,9.210440366976517,4.192394077564173,2.4545555784752726,1.4794386947322185,1.0,10000.0,2,4.193338315362443,4.230763657956613
4419.0,oddworld: new 'n' tasti,game,paid,$4.99,teen,action,2-Jan-18,1.0.4,5.0 and up,0.2,1.9e-05,0.333,1e-05,0.012,0.0,0.571,6784.999999999999,9.210440366976517,4.282506032187094,3.396756154761701,-0.9177345879873632,0.0,10000.0,2,4.193338315362443,4.230763657956613
4420.0,knight n squir,famili,free,0,teen,role play,19-Jun-18,1.4.9,4.0.3 and up,0.189,0.001904,0.485,0.001,0.0,0.0,0.429,654834.4,13.815511557963774,4.192394077564173,1.2569257037651316,-1.2965639937454079,1.0,1000000.0,3,4.193338315362443,4.230763657956613
4423.0,planet - icon pack,person,paid,$0.99,everyon,person,13-Jun-18,1.6.1,4.1 and up,0.2,5e-06,0.232,1e-05,0.002,0.0,0.429,1628.3999999999999,9.210440366976517,4.307603032138445,-0.789031762637941,-0.4317724264427201,2.0,10000.0,2,4.193338315362443,4.230763657956613
4425.0,launcher 8.0 android™ oreo launcher,tool,free,0,everyon,tool,27-Jul-18,3.9,4.4 and up,0.189,0.000146,0.078,0.001,0.0,0.0,0.429,50129.200000000004,13.815511557963774,4.066279805900956,-0.6991857687955587,0.2972460009381812,2.0,1000000.0,3,4.193338315362443,4.230763657956613
4427.0,stand o’food® (full),famili,paid,$1.99,everyon,casual,26-Dec-14,1.5,2.3.3 and up,0.189,1.2e-05,0.394,1e-05,0.005,0.0,0.143,4070.0000000000005,9.210440366976517,4.192394077564173,-0.4400267617225357,0.35721807042834114,2.0,10000.0,2,4.193338315362443,4.230763657956613
4428.0,wifi-o-mat,product,free,0,everyon,product,1-Feb-18,1.80.03,4.1 and up,0.167,9e-06,0.059,5e-05,0.0,0.0,0.429,2944.0,10.819798284210286,4.208287021277024,-0.7587272583400927,-0.6744196999271102,2.0,50000.0,0,4.193338315362443,4.230763657956613
4429.0,detect-o-gromit (d.o.g 2),famili,paid,$2.49,everyon,entertain,16-Jul-18,1.2,5.0 and up,0.156,1e-06,0.465,1e-05,0.006,0.0,0.571,171.0,9.210440366976517,4.192394077564173,-0.5935151282290791,-0.44950730666333943,2.0,10000.0,2,4.193338315362443,4.230763657956613
4430.0,shop,shop,free,0,everyon,shop,23-Jul-18,1.1.2,4.0.3 and up,0.161,9e-06,0.026,0.0001,0.0,0.0,0.429,2616.9,11.51293546492023,4.254051703607591,-0.9562796832355861,0.6254177461558142,2.0,100000.0,0,4.193338315362443,4.230763657956613
4431.0,obbligo verità? pro,game,paid,$0.99,teen,board,26-Apr-18,"1,01",3.0 and up,0.177,0.0,0.019,0.0,0.002,0.0,0.286,16.77335326144977,4.61512051684126,4.282506032187094,-0.2893745748928798,2.2543595620085917,2.0,100.0,1,4.193338315362443,4.230763657956613
4432.0,ac remot gener - free,tool,free,0,everyon,tool,30-Jul-18,6.1.7,4.2 and up,0.15,4e-06,0.253,5e-05,0.0,0.0,0.429,1013.8000000000001,10.819798284210286,4.066279805900956,-0.9812919911813311,-0.4525444537400222,2.0,50000.0,0,4.193338315362443,4.230763657956613
4433.0,o'rout orient,sport,paid,$3.02,everyon,sport,27-Dec-17,2.0.5,3.0 and up,0.178,0.0,0.003,0.0,0.008,0.0,0.286,25.200000000000003,4.61512051684126,4.218403621089997,-0.8769295254283076,-0.0012257457409589972,2.0,100.0,1,4.193338315362443,4.230763657956613
4434.0,drink-o-tron drink game,game,free,0,matur 17+,card,31-May-17,1.64,4.0.3 and up,0.172,2e-06,0.444,5e-05,0.0,0.0,0.429,574.0,10.819798284210286,4.282506032187094,-0.9531385511798571,-2.050559612367088,2.0,50000.0,0,4.193338315362443,4.230763657956613
4435.0,multil keyboard + emoji,product,free,0,everyon,product,3-Jul-18,0.54.2.4,2.1 and up,0.183,0.00039,0.215,0.001,0.0,0.0,0.143,130904.9,13.815511557963774,4.208287021277024,-0.9608954546512075,-0.7178782019956358,2.0,1000000.0,3,4.193338315362443,4.230763657956613
4436.0,googl i/o 2018,books_and_refer,free,0,everyon,book & refer,7-May-18,6.1.2,5.0 and up,0.183,0.000287,0.036,0.0005,0.0,0.0,0.571,96324.3,13.122365377402328,4.311025674087487,2.4349544465293023,1.7703998841934292,1.0,500000.0,3,4.193338315362443,4.230763657956613
4437.0,prime key nougat launcher& launcher &kitkat,person,paid,$6.99,everyon,person,20-Aug-17,5.1,5.1 and up,0.172,4e-06,0.215,0.0,0.017,0.0,0.571,1328.3999999999999,8.517393171418904,4.307603032138445,-0.9814289826710209,-0.12941408274137017,2.0,5000.0,2,4.193338315362443,4.230763657956613
4438.0,oo launcher android 8.0 oreo™ launcher,person,free,0,everyon,person,3-Aug-18,4.6,4.0 and up,0.189,0.00019,0.077,0.001,0.0,0.0,0.429,65260.8,13.815511557963774,4.307603032138445,-0.740244029335096,-0.10535553102444624,2.0,1000000.0,3,4.193338315362443,4.230763657956613
4439.0,band o'clock,lifestyl,free,0,everyon,lifestyl,3-Dec-11,0.11,2.1 and up,0.156,1.5e-05,0.215,0.0001,0.0,0.0,0.143,4332.0,11.51293546492023,4.1124267158236805,-0.32957668799661227,0.2853417353830036,2.0,100000.0,0,4.193338315362443,4.230763657956613
4440.0,launcher,tool,free,0,everyon,tool,22-May-18,1.1.4,5.0 and up,0.183,2.6e-05,0.091,0.0001,0.0,0.0,0.571,8853.699999999999,11.51293546492023,4.066279805900956,-0.540223046283792,0.08577855168186731,2.0,100000.0,0,4.193338315362443,4.230763657956613
4441.0,o-star,date,free,0,everyon,date,19-Jul-18,1.0.1,4.3 and up,0.189,1e-06,0.374,0.0,0.0,0.0,0.429,259.6,8.517393171418904,4.0078640782014325,-0.8528115522103038,-1.2526248684655537,2.0,5000.0,2,4.193338315362443,4.230763657956613
4442.0,verdad reto,social,free,0,teen,social,10-May-18,2,4.1 and up,0.156,1.1e-05,0.041,0.0005,0.0,0.0,0.429,3138.7999999999997,13.122365377402328,4.248000607976433,-0.7477805034880665,-0.900640153287605,2.0,500000.0,3,4.193338315362443,4.230763657956613
4444.0,o-level past paper & solut (up 2017),famili,free,0,everyon,educ,11-Jun-18,8.3.2,4.0.3 and up,0.156,8e-06,0.273,0.0001,0.0,0.0,0.429,2238.2,11.51293546492023,4.192394077564173,-0.6165854923647479,2.334451510171743,2.0,100000.0,0,4.193338315362443,4.230763657956613
4445.0,"multipl - app cloner, dual app, tarallel",tool,free,0,everyon,tool,15-May-18,1.0.7,4.1 and up,0.161,2e-06,0.042,5e-05,0.0,0.0,0.429,565.5,10.819798284210286,4.066279805900956,-0.8020147956828834,0.14356388781652257,2.0,50000.0,0,4.193338315362443,4.230763657956613
4449.0,p icon pack pixel,person,free,0,everyon,person,6-May-18,1.0.3,4.1 and up,0.189,0.0,0.505,0.0,0.0,0.0,0.429,167.20000000000002,6.90875477931522,4.307603032138445,-0.5022174878090778,-0.014014596429707316,2.0,1000.0,1,4.193338315362443,4.230763657956613
4450.0,android p | xperia™ theme 4800+ icon,person,paid,$1.99,everyon,person,16-May-18,1.0.0,6.0 and up,0.2,0.0,0.384,0.0,0.005,0.0,0.714,133.39999999999998,4.61512051684126,4.307603032138445,-0.9212714366055157,-1.4355261305964298,2.0,100.0,1,4.193338315362443,4.230763657956613
4451.0,android p home klwp,person,paid,$1.49,everyon,person,14-Apr-18,v2018.Apr.12.16,5.0 and up,0.177,0.0,0.011,0.0,0.004,0.0,0.571,0.0,1.791759469228055,4.307603032138445,-0.5054335852569918,-0.013150432873707133,2.0,5.0,1,4.193338315362443,4.230763657956613
4452.0,p-home klwp,person,paid,$0.99,everyon,person,15-May-18,v2018.May.15.14,5.0 and up,0.222,0.0,0.111,0.0,0.002,0.0,0.571,20.0,4.61512051684126,4.307603032138445,5.760240908552172,-0.34498888337021033,2.0,100.0,1,4.193338315362443,4.230763657956613
4453.0,[substratum] vacuum: p,person,paid,$1.49,everyon,person,20-Jul-18,4.4,0,0.189,3e-06,0.101,0.0,0.004,0.0,0.0,1012.0000000000001,6.90875477931522,4.307603032138445,-0.805041408779034,-0.7114142567799093,2.0,1000.0,1,4.193338315362443,4.230763657956613
4454.0,"super p launcher android p 9.0 launcher, theme",tool,free,0,everyon,tool,3-Aug-18,1.9,4.0 and up,0.189,2.6e-05,0.066,0.0001,0.0,0.0,0.429,8914.400000000001,11.51293546492023,4.066279805900956,-0.20924156377953126,2.949320842251393,2.0,100000.0,0,4.193338315362443,4.230763657956613
4455.0,pixiv,social,free,0,matur 17+,social,3-Aug-18,5.0.109,4.4 and up,0.178,0.001113,0.232,0.001,0.0,0.0,0.429,365215.2,13.815511557963774,4.248000607976433,-0.7739661109479968,0.16391680684347507,2.0,1000000.0,3,4.193338315362443,4.230763657956613
4456.0,[sub/emui] p pro - emui 8.1/8.0/5.x theme,person,paid,$0.99,everyon,person,20-Jul-18,H7SubTV0.1_TV0.4,7.0 and up,0.167,0.0,0.182,0.0,0.002,0.0,0.857,52.0,4.61512051684126,4.307603032138445,-0.9723763934594668,1.2448746840900509,2.0,100.0,1,4.193338315362443,4.230763657956613
4457.0,pacifi exce (android p) - theme xperia™,person,paid,$1.49,everyon,person,2-Jul-18,1.2.A.Exceed.Paid,6.0 and up,0.177,0.0,0.009,0.0,0.004,0.0,0.714,20.966691576812213,2.3978952727983707,4.307603032138445,1.6720663945233698,-0.42352263841204923,1.0,10.0,1,4.193338315362443,4.230763657956613
4458.0,theme android p design lg v30,person,paid,$1.49,everyon,person,26-Apr-18,1.33,7.0 and up,0.178,0.0,0.042,0.0,0.004,0.0,0.857,147.0,6.2166061010848646,4.307603032138445,-0.9283498752979474,-0.47540320798030433,2.0,500.0,1,4.193338315362443,4.230763657956613
4459.0,pistachio launcher android p 9.0,person,paid,$1.49,everyon,person,11-Jul-18,1.0.2,4.1 and up,0.177,0.0,0.013,0.0,0.004,0.0,0.429,0.0,0.6931471805599453,4.307603032138445,-0.23184230367308217,2.604642112738459,2.0,1.0,1,4.193338315362443,4.230763657956613
4460.0,theme android p lg g7 & v35,person,paid,$1.49,everyon,person,7-Jul-18,1.1,8.0 and up,0.2,0.0,0.035,0.0,0.004,0.0,1.0,23.0,4.61512051684126,4.307603032138445,-0.6422265687778026,-1.1864535359458686,2.0,100.0,1,4.193338315362443,4.230763657956613
4461.0,volum slider like android p volum control,tool,paid,$0.99,everyon,tool,30-Jun-18,1.28,4.1 and up,0.172,1.4e-05,0.007,1e-05,0.002,0.0,0.429,4628.9,9.210440366976517,4.066279805900956,-0.7753169840316648,-0.9387428781613261,2.0,10000.0,2,4.193338315362443,4.230763657956613
4462.0,pacifi (android p theme) - theme xperia™,person,paid,$0.99,everyon,person,15-Jul-18,1.0.B+.Exceed.Paid,5.0 and up,0.177,0.0,0.008,0.0,0.002,0.0,0.571,4.193338315362443,2.3978952727983707,4.307603032138445,-0.9532913700996481,-0.14589081316279784,2.0,10.0,1,4.193338315362443,4.230763657956613
4463.0,p launcher android™ 9.0,person,free,0,everyon,person,1-Jul-18,0.9.3,5.0 and up,0.161,0.0,0.054,0.0,0.0,0.0,0.571,136.5,8.517393171418904,4.307603032138445,1.2325518660290558,0.9496383058150859,1.0,5000.0,2,4.193338315362443,4.230763657956613
4465.0,popsicl launcher android p 9.0 launcher,person,paid,$1.49,everyon,person,11-Jul-18,1.1,4.2 and up,0.177,0.0,0.045,0.0,0.004,0.0,0.429,0.0,0.0,4.307603032138445,-0.8752613558305208,-0.5413413485594786,2.0,0.0,4,4.193338315362443,4.230763657956613
4466.0,theme android p black design lg v30,person,paid,$1.49,everyon,person,6-Apr-18,1.1,7.0 and up,0.189,0.0,0.053,0.0,0.004,0.0,0.857,35.2,4.61512051684126,4.307603032138445,-0.9281206856475941,-0.048670674993137486,2.0,100.0,1,4.193338315362443,4.230763657956613
4467.0,p launcher theme android™ 9.0,person,free,0,everyon,person,18-May-18,1.4,4.0 and up,0.161,3e-06,0.273,1e-05,0.0,0.0,0.429,830.6999999999999,9.210440366976517,4.307603032138445,-0.28162690981248056,0.8778658103325747,2.0,10000.0,2,4.193338315362443,4.230763657956613
4468.0,theme android p black lg g7 & v35,person,paid,$1.49,everyon,person,31-Jul-18,1.3,7.0 and up,0.2,0.0,0.033,0.0,0.004,0.0,0.857,23.0,4.61512051684126,4.307603032138445,-0.7010553159348077,0.29728975808661456,2.0,100.0,1,4.193338315362443,4.230763657956613
4469.0,p theme android™ p 9.0 style launcher,person,free,0,everyon,person,13-Apr-18,1.4,4.1 and up,0.194,3e-06,0.047,5e-05,0.0,0.0,0.429,972.0,10.819798284210286,4.307603032138445,-0.7210683218317402,-0.8625475504306055,2.0,50000.0,0,4.193338315362443,4.230763657956613
4471.0,pure pacifi (android p) - theme xperia™,person,paid,$1.49,everyon,person,23-Jul-18,1.2.A.Exceed.Paid,6.0 and up,0.177,0.0,0.026,0.0,0.004,0.0,0.714,0.0,0.6931471805599453,4.307603032138445,-0.9792445307050832,0.9434496725689897,2.0,1.0,1,4.193338315362443,4.230763657956613
4472.0,android p wallpap,person,free,0,everyon,person,12-Feb-18,1,4.0.3 and up,0.144,1e-06,0.01,0.0,0.0,0.0,0.429,190.8,8.517393171418904,4.307603032138445,5.25953315098977,-1.275210575567591,2.0,5000.0,2,4.193338315362443,4.230763657956613
4473.0,p xperia theme™ | design soni 🎨,person,free,0,everyon,person,28-May-18,1.0.0,4.4 and up,0.189,2e-06,0.152,1e-05,0.0,0.0,0.429,646.8000000000001,9.210440366976517,4.307603032138445,-0.9994436386122872,-0.2149759964389975,2.0,10000.0,2,4.193338315362443,4.230763657956613
4475.0,theme new android p,person,free,0,everyon,person,23-May-18,1.1.4,4.0 and up,0.177,0.0,0.033,0.0,0.0,0.0,0.429,54.51339809971175,6.90875477931522,4.307603032138445,-1.0157566666078153,0.04020648521812402,2.0,1000.0,1,4.193338315362443,4.230763657956613
4476.0,p9 launcher - android™ 9.0 p launcher style,tool,free,0,everyon,tool,6-Jul-18,2.5,4.1 and up,0.183,1.5e-05,0.064,0.0001,0.0,0.0,0.429,4996.599999999999,11.51293546492023,4.066279805900956,0.002428486242639786,0.7327220242980111,1.0,100000.0,0,4.193338315362443,4.230763657956613
4478.0,android p stock wallpap,person,free,0,everyon,person,1-Aug-18,2.3.0,5.0 and up,0.194,0.0,0.027,0.0,0.0,0.0,0.571,72.0,6.90875477931522,4.307603032138445,-0.9597528684500564,-0.09472691717478197,2.0,1000.0,1,4.193338315362443,4.230763657956613
4479.0,g-pix [android p] dark emui 8/5 theme,person,free,0,everyon,person,25-Mar-18,7,4.4 and up,0.172,2e-06,0.232,1e-05,0.0,0.0,0.429,692.9,9.210440366976517,4.307603032138445,-1.0257703217773764,1.4418839456008021,2.0,10000.0,2,4.193338315362443,4.230763657956613
4480.0,g-pix [android p] emui 8/5 theme,person,free,0,everyon,person,13-Mar-18,12,4.4 and up,0.172,9e-06,0.091,0.0001,0.0,0.0,0.429,2951.9999999999995,11.51293546492023,4.307603032138445,6.4073261396225,-2.0435640876822507,2.0,100000.0,0,4.193338315362443,4.230763657956613
4481.0,android-p mono grey emui 8/5 theme,person,free,0,everyon,person,4-Apr-18,4,4.4 and up,0.194,1e-06,0.066,1e-05,0.0,0.0,0.429,274.5,9.210440366976517,4.307603032138445,-1.0088989740771939,-0.16776165165447965,2.0,10000.0,2,4.193338315362443,4.230763657956613
4482.0,p xperia theme™ | purpl - design soni 🎨,person,free,0,everyon,person,5-Jun-18,1.0.0,4.4 and up,0.177,0.0,0.121,0.0,0.0,0.0,0.429,12.580014946087328,6.2166061010848646,4.307603032138445,-0.7928712599495721,-0.14065376682287434,2.0,500.0,1,4.193338315362443,4.230763657956613
4483.0,materialist p wallpap,person,free,0,everyon,person,3-Aug-18,2.244,5.0 and up,0.211,0.0,0.026,0.0,0.0,0.0,0.571,115.19999999999999,6.90875477931522,4.307603032138445,-0.8569950423485182,-2.1646368548512784,2.0,1000.0,1,4.193338315362443,4.230763657956613
4484.0,android p rotat,tool,free,0,everyon,tool,15-Jul-18,1.5,5.0 and up,0.194,6e-06,0.01,1e-05,0.0,0.0,0.571,2259.0,9.210440366976517,4.066279805900956,-0.44484072318267864,-1.5420060418094819,2.0,10000.0,2,4.193338315362443,4.230763657956613
4485.0,p xperia theme™ | indigo - design soni 🎨,person,free,0,everyon,person,5-Jun-18,1.0.0,4.4 and up,0.177,0.0,0.131,0.0,0.0,0.0,0.429,50.32005978434931,6.90875477931522,4.307603032138445,-0.750100513954314,-2.0032247201559485,2.0,1000.0,1,4.193338315362443,4.230763657956613
4486.0,android p launcher 9.0 launcher,tool,free,0,everyon,tool,23-Apr-18,1,5.0 and up,0.167,2e-06,0.013,1e-05,0.0,0.0,0.571,656.0,9.210440366976517,4.066279805900956,-0.5177049802660275,-0.2784023334483376,2.0,10000.0,2,4.193338315362443,4.230763657956613
4487.0,pixel oreo/p dark white amol ui - icon pack,person,paid,$1.49,everyon,person,21-Jun-18,5.1,4.0.3 and up,0.211,0.0,0.152,0.0,0.004,0.0,0.429,86.39999999999999,8.517393171418904,4.307603032138445,-0.7350997617254942,0.8901650315520404,2.0,5000.0,2,4.193338315362443,4.230763657956613
4488.0,pretti easi privaci p≡p,commun,paid,$0.99,everyon,commun,30-Jul-18,1.0.100rc1.withoutKeysync,5.0 and up,0.15,0.0,0.192,0.0,0.002,0.0,0.571,77.7,6.2166061010848646,4.163842275468692,-1.0213926065951928,0.588589370588227,2.0,500.0,1,4.193338315362443,4.230763657956613
4489.0,p icon pack,famili,paid,$0.99,everyon,entertain,16-Jul-18,1.0.6,4.0.3 and up,0.177,0.0,0.202,0.0,0.002,0.0,0.429,0.0,2.3978952727983707,4.192394077564173,-0.9705016066209388,-0.11013208621910717,2.0,10.0,1,4.193338315362443,4.230763657956613
4490.0,pi dark [substratum],person,free,0,everyon,person,27-Mar-18,1.1,0,0.194,2e-06,0.011,1e-05,0.0,0.0,0.0,850.5,9.210440366976517,4.307603032138445,-1.04674707072701,-0.22545542600600754,2.0,10000.0,2,4.193338315362443,4.230763657956613
4491.0,"q alerts: qanon drop notifications, research +++",news_and_magazin,paid,$0.99,matur 17+,new & magazin,26-Jul-18,4.1.10,4.1 and up,0.206,2e-06,0.253,0.0,0.002,0.0,0.429,672.1,8.517393171418904,4.142992635223046,2.7137226806453327,-1.2629643329223594,0.0,5000.0,2,4.193338315362443,4.230763657956613
4495.0,"offici qr code® reader ""q""",product,free,0,everyon,product,23-Mar-18,Varies with device,Varies with device,0.189,3.9e-05,0.215,0.0005,0.0,0.0,0.0,13336.400000000001,13.122365377402328,4.208287021277024,2.4669177332269467,-1.7851599453310167,1.0,500000.0,3,4.193338315362443,4.230763657956613
4496.0,q cat live wallpap,person,free,0,teen,person,16-Mar-15,2.7,2.3.3 and up,0.178,5.6e-05,0.062,0.0005,0.0,0.0,0.143,18408.600000000002,13.122365377402328,4.307603032138445,-0.9205672687152611,-0.6063585426826104,2.0,500000.0,3,4.193338315362443,4.230763657956613
4499.0,offroad car q,famili,free,0,everyon,simul,4-Aug-16,1.0.2,2.3.3 and up,0.172,0.000316,0.394,0.001,0.0,0.0,0.143,101138.79999999999,13.815511557963774,4.192394077564173,-0.9835056943820322,-0.1293169766968625,2.0,1000000.0,3,4.193338315362443,4.230763657956613
4502.0,gun shoot war q,game,free,0,teen,arcad,1-Mar-17,1.0.5,2.3 and up,0.178,0.000344,0.192,0.001,0.0,0.0,0.143,112950.6,13.815511557963774,4.282506032187094,-0.7271903356057129,-0.06359290022591471,2.0,1000000.0,3,4.193338315362443,4.230763657956613
4504.0,q action - digit assist,product,free,0,everyon,product,20-Jul-18,Varies with device,Varies with device,0.177,0.0,0.215,0.0,0.0,0.0,0.0,0.0,6.2166061010848646,4.208287021277024,4.2474647349454715,0.6880346471473151,0.0,500.0,1,4.193338315362443,4.230763657956613
4505.0,q link wireless zone,product,free,0,everyon,product,8-Mar-18,2.0.4,4.4 and up,0.167,2.8e-05,0.162,0.0005,0.0,0.0,0.429,8776.0,13.122365377402328,4.208287021277024,-0.8999760789166833,-0.006435948851089653,2.0,500000.0,3,4.193338315362443,4.230763657956613
4506.0,q avatar (avatar maker),comic,free,0,everyon,comic,4-Mar-17,1.3.5,2.3 and up,0.189,2.6e-05,0.026,0.0001,0.0,0.0,0.143,8852.800000000001,11.51293546492023,4.156444610512081,-1.0647547325087383,-0.25230588314015917,2.0,100000.0,0,4.193338315362443,4.230763657956613
4507.0,q download : download social medium video,famili,free,0,everyon,entertain,21-Jun-18,1.1.2.1,4.0.3 and up,0.172,1e-06,0.035,0.0,0.0,0.0,0.429,168.1,6.90875477931522,4.192394077564173,-0.35650594040071376,0.05957493568293608,2.0,1000.0,1,4.193338315362443,4.230763657956613
4508.0,q avatar pro,famili,paid,$1.49,teen,entertain,4-Mar-17,1.3.5,2.3 and up,0.211,0.0,0.026,0.0,0.004,0.0,0.143,19.2,4.61512051684126,4.192394077564173,0.7565594307511762,0.3109773935191362,1.0,100.0,1,4.193338315362443,4.230763657956613
4510.0,q wunder,famili,free,0,everyon,education;educ,30-Jun-18,2.0.13,4.1 and up,0.156,2e-06,0.424,1e-05,0.0,0.0,0.429,592.8,9.210440366976517,4.192394077564173,-0.9573212598715074,-0.9378222482266176,2.0,10000.0,2,4.193338315362443,4.230763657956613
4513.0,q remot control,tool,free,0,everyon,tool,12-Jul-14,2.6.1,2.3 and up,0.156,5.5e-05,0.131,0.0005,0.0,0.0,0.143,16203.199999999999,13.122365377402328,4.066279805900956,-0.8762201523338233,1.3793359701250987,2.0,500000.0,3,4.193338315362443,4.230763657956613
4514.0,q-ticket,maps_and_navig,free,0,everyon,map & navig,18-Dec-17,1.8.3111,4.3 and up,0.156,1e-06,0.182,1e-05,0.0,0.0,0.429,433.2,9.210440366976517,4.065061299997897,-0.5415225842226002,0.5382917076810887,2.0,10000.0,2,4.193338315362443,4.230763657956613
4516.0,myq,tool,free,0,everyon,tool,23-Jul-18,3.2.0,4.0.3 and up,0.144,4.7e-05,0.283,0.0001,0.0,0.0,0.429,13111.2,11.51293546492023,4.066279805900956,-0.6502204115997793,0.374168433849281,2.0,100000.0,0,4.193338315362443,4.230763657956613
4519.0,q oper,busi,free,0,everyon,busi,8-Nov-16,1.10.4,4.3 and up,0.2,1e-06,0.215,0.0,0.0,0.0,0.429,276.0,6.90875477931522,4.1459872076345725,-0.8766422308566517,0.03210582121765218,2.0,1000.0,1,4.193338315362443,4.230763657956613
4520.0,q call,tool,free,0,everyon,tool,16-Jul-18,2.1,4.0 and up,0.177,0.0,0.152,0.0,0.0,0.0,0.429,83.86676630724885,6.90875477931522,4.066279805900956,-0.6817274010054984,-0.559299065171864,2.0,1000.0,1,4.193338315362443,4.230763657956613
4521.0,q-slope,tool,paid,$1.76,everyon,tool,3-Dec-17,5,4.3 and up,0.194,0.0,0.029,0.0,0.004,0.0,0.429,9.0,3.9318256327243257,4.066279805900956,-0.7519938221895981,0.2204324350024377,2.0,50.0,1,4.193338315362443,4.230763657956613
4523.0,q mobil bank,financ,free,0,everyon,financ,26-Jun-18,5.9.1.0,5.0 and up,0.206,6e-06,0.111,1e-05,0.0,0.0,0.571,2162.0,9.210440366976517,4.139108053444222,0.47310281039149427,-1.5830225734036263,1.0,10000.0,2,4.193338315362443,4.230763657956613
4524.0,q quiz sk,famili,free,0,everyon,educ,8-Dec-15,2.3,2.3 and up,0.161,2e-06,0.384,0.0,0.0,0.0,0.143,620.1,8.517393171418904,4.192394077564173,0.5466623661589373,0.6287240850850385,1.0,5000.0,2,4.193338315362443,4.230763657956613
4525.0,big q car servic,maps_and_navig,free,0,everyon,map & navig,15-May-17,3.002,4.0.3 and up,0.189,1e-06,0.253,0.0,0.0,0.0,0.429,330.0,8.517393171418904,4.065061299997897,-0.5055526999772848,-0.013118426816077406,2.0,5000.0,2,4.193338315362443,4.230763657956613
4526.0,q-see qt view,tool,free,0,everyon,tool,12-Jul-18,4.4.1,5.0 and up,0.144,9.4e-05,0.182,0.0001,0.0,0.0,0.571,26485.2,11.51293546492023,4.066279805900956,-0.9873925083482513,-1.5397572329319096,2.0,100000.0,0,4.193338315362443,4.230763657956613
4528.0,"datacamp - learn r, python & sql",famili,free,0,everyon,educ,1-Aug-18,3.1.0,4.1 and up,0.189,1.2e-05,0.111,0.0001,0.0,0.0,0.429,4153.6,11.51293546492023,4.192394077564173,-1.0140270039119321,-0.175437783129613,2.0,100000.0,0,4.193338315362443,4.230763657956613
4529.0,r languag refer guid,books_and_refer,free,0,everyon,book & refer,24-Dec-17,1.11,4.0 and up,0.161,1e-06,0.018,1e-05,0.0,0.0,0.429,210.6,9.210440366976517,4.311025674087487,-1.0545780826527917,-0.23693228281813958,2.0,10000.0,2,4.193338315362443,4.230763657956613
